,title,company,rating,location,salary,summary
24,D&AM- Forensic AIML/Predictive Modeling -A/SSA/LSA/SSA,Deloitte,4.0,"Bengaluru, Karnataka",,"Good knowledge in data modelling, data quality, and data profiling is a must.Strong data warehousing skills with ability to design robust data models.7 days ago·More...View all Deloitte jobs - Bengaluru jobsSalary Search: D&AM- Forensic AIML/Predictive Modeling -A/SSA/LSA/SSA salaries in Bengaluru, KarnatakaSee popular questions & answers about Deloitte"
25,Trainee Associate -Data Scientist,Stratacent,,"Pune, Maharashtra",,"Able to understand various data structures and common methods in data transformation.Practical experience with SAS/Mathcad/Matlab, ETL, data processing,…14 days ago·More...View all Stratacent jobs - Pune jobsSalary Search: Trainee Associate -Data Scientist salaries in Pune, Maharashtra"
26,Data Scientist,Thoucentric,,"Bengaluru, Karnataka",,"Work with team of data scientists and data engineer to build advanced analytical solutions for clients.We are looking for data scientists for our digital…18 days ago·More...View all Thoucentric jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
27,Data Scientist,Crowe,,"Noida, Uttar Pradesh",,"A combination of data scientists and machine learning engineers create and deploy AI functionality into software to solve complex problems.14 days ago·More...View all Crowe jobs - Noida jobsSalary Search: Data Scientist salaries in Noida, Uttar Pradesh"
28,Data Scientist,RoundSqr,,"Hyderabad, Telangana",,"Years of Experience: 8-10 Years.Overall 8 to 10 years of experience.Minimum 2 years of relevant experience with hands-on experience in any programming…30+ days ago·More...View all RoundSqr jobs - Hyderabad jobsSalary Search: Data Scientist salaries in Hyderabad, Telangana"
29,Concentrix Innovation Labs is Hiring AI/ML Engineer,Concentrix,3.4,"Hyderabad, Telangana+1 location",,"We are looking for Deep Learning Engineers primarily. w/ Deep Learning algorithms for Vision and NLP/Transformers.3 days ago·More...View all Concentrix jobs - Hyderabad jobsSalary Search: Concentrix Innovation Labs is Hiring AI/ML Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about Concentrix"
30,Data Scientist,Pegasystems,3.6,"Bengaluru, Karnataka",,"Understating of data and model drift.Knowledge in NLP data science algorithms is expected.Understanding new business requirements related to data science and…30+ days ago·More...View all Pegasystems jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
31,Data Scientist,Innovacer,,"Bengaluru, Karnataka",,"Work with our data platform and applications team to help them successfully integrate the data science capability or algorithms in their product/workflows.30+ days ago·More...View all Innovacer jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
32,Data Scientist,Cytiva,,"Bengaluru, Karnataka",,"Comfortable handling big data in MS-Excel, creative in presentations, pulling together insights from a variety of sources with effective presentation and story…9 days ago·More...View all Cytiva jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
33,Machine Learning Intern,Iraitech Innovations & Tehcnologies Pvt.Ltd,,"Delhi, Delhi•Temporarily Remote","₹3,000 - ₹8,000 a month","Looking for Machine Learning intern who is passionate about data modeling, building algorithms and dealing with large scale datasets.8 days ago·More...View all Iraitech Innovations & Tehcnologies Pvt.Ltd jobs - Delhi jobsSalary Search: Machine Learning Intern salaries in Delhi, Delhi"
34,Lead Data Scientist,Technovert,3.3,"Hyderabad, Telangana•Remote",,"Work with varied datasets like large data for prediction, image/videos data for analysis, etc.Collaborate with engineers to implement models on one of the best…30+ days ago·More...View all Technovert jobs - Hyderabad jobsSalary Search: Lead Data Scientist salaries in Hyderabad, Telangana"
35,Reporting & Analytics - Consultant,Deloitte,4.0,"Hyderabad, Telangana",,"Interrogate the data stored in the MS Azure data science lab and other secure locations.Participate in a network of data scientists across Deloitte departments…11 days ago·More...View all Deloitte jobs - Hyderabad jobsSalary Search: Reporting & Analytics - Consultant salaries in Hyderabad, TelanganaSee popular questions & answers about Deloitte"
36,Data Scientist 2,Epsilon India,3.8,"Bengaluru, Karnataka",,"Be part of a tenured data science team and collaborate on best practices.2+ years professional experience in the field of data science or business intelligence…4 days ago·More...View all Epsilon India jobs - Bengaluru jobsSalary Search: Data Scientist 2 salaries in Bengaluru, Karnataka"
37,Data Scientist - 13779279,Helius Technologies,,"Bengaluru, Karnataka",,"3+ experience as data scientist working on various data science projects.Familiar with cloud data technologies.Identify new risk patterns through data mining.2 days ago·More...View all Helius Technologies jobs - Bengaluru jobsSalary Search: Data Scientist - 13779279 salaries in Bengaluru, Karnataka"
38,Data Analytics - Intern,Merkle Sokrati,3.9,"Pune, Maharashtra",,"Core data science/analytics knwolege.Use statistical methods to analyze data and generate useful business reports.Complete a variety of atypical assignments.24 days ago·More...View all Merkle Sokrati jobs - Pune jobsSalary Search: Data Analytics - Intern salaries in Pune, Maharashtra"
39,Data Scientist,Tanla Solutions,3.0,"Madhapur, Hyderabad, Telangana",,"Tanla Looking for a Data scientist to work in consumer data analytics team.You will be responsible for solving problems client data (such as Attribution data…30+ days ago·More...View all Tanla Solutions jobs - Madhapur, Hyderabad, Telangana jobsSalary Search: Data Scientist salaries in Madhapur, Hyderabad, Telangana"
40,Deep Learning Intern,OXO Solutions,,India,"₹5,000 a month","Using novel ideas to gather data, curate and synthesise data.We are looking for deep learning intern with logical mind, who can handle any of the below…30+ days ago·More...View all OXO Solutions jobs - India jobsSalary Search: Deep Learning Intern salaries in India"
41,Sr. Data Scientist,SoulPage IT Solutions,,"Hyderabad, Telangana",,"Manage relationship with business stakeholders acting as embedded data scientist constantly thinking about data science solutions to make business better.30+ days ago·More...View all SoulPage IT Solutions jobs - Hyderabad jobsSalary Search: Sr. Data Scientist salaries in Hyderabad, Telangana"
42,Data Scientist / AI/ML Engineer,"Hitachi India Pvt, Ltd.",,"Bengaluru, Karnataka",,"Monitor and optimize performance of the big data ecosystem.Ensure data accessibility to researchers via different programming languages.7 days ago·More...View all Hitachi India Pvt, Ltd. jobs - Bengaluru jobsSalary Search: Data Scientist / AI/ML Engineer salaries in Bengaluru, Karnataka"
43,Data Science Trainer,Achieva Technologies,,"Hyderabad, Telangana•Temporarily Remote","₹10,000 - ₹40,000 a month","Minimum 3+ Years experience required.Salary: ₹10,000.00 - ₹40,000.00 per month.Total work: 2 years (Preferred).Temporarily due to COVID-19.13 days ago·More...View all Achieva Technologies jobs - Hyderabad jobsSalary Search: Data Science Trainer salaries in Hyderabad, Telangana"
44,Python/AI/Big Data Developer | Research Profile,RannLab Technologies,,"Greater Noida, Uttar Pradesh","₹1,40,000 - ₹2,40,000 a year","Work with outside data sources and APIs.Experience working with remote data via REST and JSON.Design and build advanced applications for the Android/iOS…1 day ago·More...View all RannLab Technologies jobs - Greater Noida jobsSalary Search: Python/AI/Big Data Developer | Research Profile salaries in Greater Noida, Uttar Pradesh"
45,Machine Learning Intern,Santa Fe Research Pvt Ltd,,"Chennai, Tamil Nadu•Temporarily Remote","₹15,000 - ₹30,000 a month","Strong mathematical background in machine learning.Knowledge of python, pandas, opencv, spacy.Build and train neural networks.Temporarily due to COVID-19.7 days ago·More...View all Santa Fe Research Pvt Ltd jobs - Chennai jobsSalary Search: Machine Learning Intern salaries in Chennai, Tamil Nadu"
46,Data Scientist,"Retail Solutions, Inc.",,"Pune, Maharashtra•Temporarily Remote",,"Having data visualization and presentation skills.The big data and technology expert - IRI (iriworldwide.com).Mobile Data Reimbursement for Work from Home.15 days ago·More...View all Retail Solutions, Inc. jobs - Pune jobsSalary Search: Data Scientist salaries in Pune, Maharashtra"
47,Machine Learning - Intern,Phenom People,4.7,"Hyderabad, Telangana",,"Work on solving unique and hard problems with data science and machine learning.This division is responsible for building conversational layers for all the…30+ days ago·More...View all Phenom People jobs - Hyderabad jobsSalary Search: Machine Learning - Intern salaries in Hyderabad, TelanganaSee popular questions & answers about Phenom People"
48,Data Scientist - Invoice Smash,Coupa Software,3.9,"Pune, Maharashtra",,"Experience using python to manipulate data and draw insights from large data sets.Identify & gather data, cleanse and transform as needed.9 days ago·More...View all Coupa Software jobs - Pune jobsSalary Search: Data Scientist - Invoice Smash salaries in Pune, MaharashtraSee popular questions & answers about Coupa Software"
49,GANs and Deep learning Engineer and intern,UNIWORKS DESIGNS,,"Hyderabad, Telangana",,"2.training data set on remote server and GPUs (deep learning).Worked on PyTorch software, CycleGAN, and Pix2Pix networks.30+ days ago·More...View all UNIWORKS DESIGNS jobs - Hyderabad jobsSalary Search: GANs and Deep learning Engineer and intern salaries in Hyderabad, Telangana"
50,"Data Science Engineer, SMART MFG & AI",Micron Technology,3.7,"Hyderabad, Telangana",,"Developing new or enhancing prior data acquisition and ETL pipelines from various sources into big data ecosystem.Visualization tools(Tableau, Power BI).30+ days ago·More...View all Micron Technology jobs - Hyderabad jobsSalary Search: Data Science Engineer, SMART MFG & AI salaries in Hyderabad, Telangana"
51,"Data Scientists, Advanced process control – Manufacturing In...",Pfizer,4.2,"Sholinganallur, Chennai, Tamil Nadu",,"(minimum 1 year industrial experience) with specialized knowledge in data science.Within the Manufacturing Intelligence organization one of the teams (MI Data…21 days ago·More...View all Pfizer jobs - Sholinganallur, Chennai, Tamil Nadu jobsSalary Search: Data Scientists, Advanced process control – Manufacturing Intelligence salaries in Sholinganallur, Chennai, Tamil NaduSee popular questions & answers about Pfizer"
52,Principal Data Scientist,Walmart Global Tech India,,"Bengaluru, Karnataka",,"Experience working with big data - identifying trends, patterns, and outliers in large volumes of data.Experience with SQL, relational databases and data…18 days ago·More...View all Walmart Global Tech India jobs - Bengaluru jobsSalary Search: Principal Data Scientist salaries in Bengaluru, Karnataka"
53,Senior Data Scientist,ProKarma India,,"Hyderabad, Telangana",,"Implementing solutions to problems using data analysis, data mining, optimization tools and machine/deep learning techniques and statistics.30+ days ago·More...View all ProKarma India jobs - Hyderabad jobsSalary Search: Senior Data Scientist salaries in Hyderabad, Telangana"
54,Data Scientist,Skoruz,,"Bengaluru, Karnataka",,"Able to create data tables in SQL server and familiarity with SQL database operations (SQL queries).Bangalore, Karnataka - India | Posted - 07/05/2021.30+ days ago·More...View all Skoruz jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
55,Data Scientist,KBR,4.1,"Pune, Maharashtra",,"Bachelor’s degree in chemical or petrochemical engineering or equivalent.Bachelor’s degree in Data Science and Statistics.30+ days ago·More...View all KBR jobs - Pune jobsSalary Search: Data Scientist salaries in Pune, MaharashtraSee popular questions & answers about KBR"
56,Data Scientist Intern,Salasar New Age Technologies,,"Noida, Uttar Pradesh",,"Work on OpenCV, SimpleCV or ilastik.Dedicated full time internship (Noida).30+ days ago·More...View all Salasar New Age Technologies jobs - Noida jobsSalary Search: Data Scientist Intern salaries in Noida, Uttar Pradesh"
57,Machine Learning Engineer,Grid Logic Software Private Limited,,"Hyderabad, Telangana",,"Select appropriate data sets and data representation models.Strong understanding of data structures, data modelling and software architecture.5 days ago·More...View all Grid Logic Software Private Limited jobs - Hyderabad jobsSalary Search: Machine Learning Engineer salaries in Hyderabad, Telangana"
58,Data Scientist (Computer vision),Tricog Health India Private Limited,,"Bengaluru, Karnataka","₹20,00,000 a year","Developing a state of the art computer vision algorithms to automate or assist doctors in diagnosing ECG and Echocardiogram.Proficient in C++ or Python.25 days ago·More...View all Tricog Health India Private Limited jobs - Bengaluru jobsSalary Search: Data Scientist (Computer vision) salaries in Bengaluru, Karnataka"
59,Data Scientist,Practo Technologies,3.9,"Bengaluru, Karnataka",,"Enhancing data collection procedures to include information that is relevant for building analytical systems.Processing, cleansing, and verifying the integrity…30 days ago·More...View all Practo Technologies jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Practo Technologies"
60,Associate Data Scientist I,UST Global,3.7,"Thiruvananthapuram, Kerala",,"Mathematical Skills to estimate numerical data.Practical experience with ETL data processing etc.Extensive background in data mining and statistical analysis.23 days ago·More...View all UST Global jobs - Thiruvananthapuram jobsSalary Search: Associate Data Scientist I salaries in Thiruvananthapuram, KeralaSee popular questions & answers about UST Global"
61,Data Analytics - Intern,Merkle Sokrati,3.9,"Pune, Maharashtra",,"Use statistical methods to analyze data and generate useful business reports.Liaise with internal and external clients to fully understand data content.30+ days ago·More...View all Merkle Sokrati jobs - Pune jobsSalary Search: Data Analytics - Intern salaries in Pune, Maharashtra"
62,Data Scientist contract role via Asiapac,Helius Technologies,,India,,At least 5 years of relevant work experience in data science field.Good knowledge on data mining tools and techniques (diagnostic and predictive).9 days ago·More...View all Helius Technologies jobs - India jobsSalary Search: Data Scientist contract role via Asiapac salaries in India
63,Data Scientist - Sales Analytics,Innovacer,,"Noida, Uttar Pradesh",,"Serve as a primary custodian of data.Are passionate about data reliability, efficiency, and quality.Promote a culture of data-based decision making at GTM Ops…4 days ago·More...View all Innovacer jobs - Noida jobsSalary Search: Data Scientist - Sales Analytics salaries in Noida, Uttar Pradesh"
64,Data Scientist,Tata Technologies,3.7,"Mumbai, Maharashtra",,"Form of data and pulling tangible insights from data.Models through the use of data and feedback from stakeholders.& deep learning algorithms and its usage.11 days ago·More...View all Tata Technologies jobs - Mumbai jobsSalary Search: Data Scientist salaries in Mumbai, MaharashtraSee popular questions & answers about Tata Technologies"
65,Senior Data Scientist 2 – Innovation,KANTAR,3.7,"Chennai, Tamil Nadu",,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in. To start a career that is out of…30 days ago·More...View all KANTAR jobs - Chennai jobsSalary Search: Senior Data Scientist 2 – Innovation salaries in Chennai, Tamil NaduSee popular questions & answers about KANTAR"
66,Data Scientist,ZL Technologies,,"Hyderabad, Telangana",,"Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.30+ days ago·More...View all ZL Technologies jobs - Hyderabad jobsSalary Search: Data Scientist salaries in Hyderabad, Telangana"
67,Data Scientist,Leoforce Inc,,"Hyderabad, Telangana",,"See projects through from data acquisition to project completion.As a Data Scientist for Leoforce, you will be responsible for utilizing big data analytics to…11 days ago·More...View all Leoforce Inc jobs - Hyderabad jobsSalary Search: Data Scientist salaries in Hyderabad, Telangana"
68,Sr. Data Scientist,webetron Technology,2.0,"Pune, Maharashtra•Temporarily Remote","₹3,00,000 - ₹12,00,000 a year","Processing of unstructured/structured data.Working on data science algorithms and AI concepts.Understanding of all the processes from data collection,…18 days ago·More...View all webetron Technology jobs - Pune jobsSalary Search: Sr. Data Scientist salaries in Pune, MaharashtraSee popular questions & answers about webetron Technology"
69,Data Scientist with NLP,EY,4.0,"Bengaluru, Karnataka+1 location",,"Experience in data processing with Python, SQL.Experience in data processing with Python, SQL.Communicate with internal stakeholders to make recommendations…2 days ago·More...View all EY jobs - Bengaluru jobsSalary Search: Data Scientist with NLP salaries in Bengaluru, KarnatakaSee popular questions & answers about EY"
70,Data Scientist,Pattern Effects Labs,,"Bengaluru, Karnataka",,"Understanding of data mining techniques and statistical analysis is important.Candidate should be able to analyse data and discover information, with high…30+ days ago·More...View all Pattern Effects Labs jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
71,Data Scientist,ADCI - Karnataka,3.5,"Bengaluru, Karnataka",,"Demonstrate understanding and experience with relational data sets, data warehouses, data mining and data analysis techniques.30+ days ago·More...View all ADCI - Karnataka jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about ADCI - Karnataka"
72,Junior Data Scientist/ta,WSD Consultant,,"Gurgaon, Haryana","₹7,00,000 - ₹15,00,000 a year","Qualification Other Bachelor Degree, MD/Medicinae Doctor, Other Doctorate Degree.These programs are delivered through a convenient and robust technology…30+ days ago·More...View all WSD Consultant jobs - Gurgaon jobsSalary Search: Junior Data Scientist/ta salaries in Gurgaon, Haryana"
73,Data Scientist,2COMS Consulting Private Limited,3.8,"Noida, Uttar Pradesh",,"B.Tech/Masters in Mathematics, Statistics, Computer Science from only TOP INSTITUTES.2-3+ years of work experience in ML domain ( 2-5 years experience ).16 days ago"
74,Portfolio Risk Data Scientist,Deutsche Bank,3.8,"Mumbai, Maharashtra",,"Collaborate closely with the infrastructure team to effectively organize our data and build data extraction and analysis pipelines.Best in class leave policy.30 days ago·More...View all Deutsche Bank jobs - Mumbai jobsSalary Search: Portfolio Risk Data Scientist salaries in Mumbai, MaharashtraSee popular questions & answers about Deutsche Bank"
75,Portfolio Risk Data Scientist,Deutsche Bank,3.8,"Mumbai, Maharashtra",,"Collaborate closely with the infrastructure team to effectively organize our data and build data extraction and analysis pipelines.Best in class leave policy.30 days ago·More...View all Deutsche Bank jobs - Mumbai jobsSalary Search: Portfolio Risk Data Scientist salaries in Mumbai, MaharashtraSee popular questions & answers about Deutsche Bank"
76,Data Scientist (Computer Vision) engineer,TechVedika,,"Hyderabad, Telangana",,"Work experience on data structures, algorithms, and ability to rapidly prototype and evaluate algorithms.The Data Scientist (Computer Vision) engineer will be…30 days ago·More...View all TechVedika jobs - Hyderabad jobsSalary Search: Data Scientist (Computer Vision) engineer salaries in Hyderabad, Telangana"
77,Data Scientist - BI,Medline Industries,3.3,"Pune, Maharashtra",,"Extract data from multiple data sources like Microsoft SQL Server, Oracle, Azure Blob and Azure SQL using SQL or Python.30+ days ago·More...View all Medline Industries jobs - Pune jobsSalary Search: Data Scientist - BI salaries in Pune, Maharashtra"
78,Curriculum Manager Data Science,Whitehat Education Technology Private Limited,3.1,"Mumbai, Maharashtra","₹10,00,000 a year","Deep knowledge of programming concepts like algorithms, loops, etc and prior coding experience preferably Machine learning, data structures and data science…5 days ago·More...View all Whitehat Education Technology Private Limited jobs - Mumbai jobsSalary Search: Curriculum Manager Data Science salaries in Mumbai, MaharashtraSee popular questions & answers about Whitehat Education Technology Private Limited"
79,Stage Data Scientist - Deep Learning - en Télétravail,Limonade Technologies,,Tamil Nadu•Remote,,"Intelligence Artificielle, apprentissage automatique ,Deep learning.Vous avez de bonnes connaissances en Machine Learning et en réseau de neurones.13 days ago·More...View all Limonade Technologies jobs - Tamil Nadu jobsSalary Search: Stage Data Scientist - Deep Learning - en Télétravail salaries in Tamil Nadu"
80,Data Science Intern,Paarsh Infotech,,"Nashik, Maharashtra•Remote","₹7,000 a month","Job Types: Full-time, Internship.28 days ago·More...View all Paarsh Infotech jobs - Nashik jobsSalary Search: Data Science Intern salaries"
81,Jr. Data Engineer | Data Science | Chennai | TransUnion,Photon,3.3,"Chennai, Tamil Nadu",,"Understanding basic database & data warehouse concepts.Engineering data flows from various sources (On-Prem, SaaS and API).Good knowledge of Rest APIs.6 days ago·More...View all Photon jobs - Chennai jobsSalary Search: Jr. Data Engineer | Data Science | Chennai | TransUnion salaries in Chennai, Tamil Nadu"
82,Data Scientist,Purplegrids,,"Bengaluru, Karnataka",,"Designs Conversation Scripts, Bot Responses and user journey to create consumer facing Chatbots with personality, character and human user interactions.30+ days ago·More...View all Purplegrids jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
83,Research Engineer - Data Science/Machine Learning,Upflairs Private Limited,,"Jaipur, Rajasthan","₹2,50,000 - ₹3,00,000 a year","Identify trends in data sets.Clean, aggregate, and organise data from disparate sources and transfer it to data warehouses.Job Types: Full-time, Fresher.2 days ago·More...View all Upflairs Private Limited jobs - Jaipur jobsSalary Search: Research Engineer - Data Science/Machine Learning salaries in Jaipur, Rajasthan"
84,Tech Lead (Data) : Applied Machine Learning,Apple,4.2,"Hyderabad, Telangana",,"Good data modelling experience to address scale and read/write performance.Strong understanding of software engineering principles and fundamentals including…7 days ago·More...View all Apple jobs - Hyderabad jobsSalary Search: Tech Lead (Data) : Applied Machine Learning salaries in Hyderabad, TelanganaSee popular questions & answers about Apple"
85,Data Scientist,RedSeer Management Consulting,2.5,India,,"Bachelor’s degree in statistics, data science, mathematics, or equivalent master's degree program with a focus on statistical methods from a premium institute.30+ days ago·More...View all RedSeer Management Consulting jobs - India jobsSalary Search: Data Scientist salaries in India"
86,Data Science Engineer,Mystro,,"Mumbai, Maharashtra•Remote","₹30,000 a month","Prior-work experience in Consumer businesses, data analytics is preferable.The company is looking to enhance its currently AI/ML based capabilities for…12 days ago·More...View all Mystro jobs - Mumbai jobsSalary Search: Data Science Engineer salaries in Mumbai, Maharashtra"
